mandt,spras,anlkl,txk20,txk50,txt50,txa50,xltxid,operation_flag,is_deleted,recordstamp
800,2,L5100,สินทรัพย์มูลค่าต่ำ,สินทรัพย์มูลค่าต่ำ,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,00005000,สินทรัพย์มูลค่าต่ำ,สินทรัพย์มูลค่าต่ำ,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,L5000,สินทรัพย์มูลค่าต่ำ,สินทรัพย์มูลค่าต่ำ,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,00008100,การชำระเงินล่วงหน้า,การชำระเงินล่วงหน้า,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,00007000,ค่าใช้จ่ายในการสร้าง,ค่าใช้จ่ายในการสร้าง,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,00001100,건물,건물,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,2000R,기계,기계,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,00002000,기계,기계,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,00009360,기계,기계,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,2000D,기계,기계,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,00003100,차량,차량,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,00008100,선급금,선급금,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,00008200,영업권,영업권,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,00007000,창업비,창업비,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,00004001,투자조치,설비투자관리단위 AuC,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,N4001,투자조치,설비투자관리단위 AuC,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,4000R&D,건설가계정,건설가계정,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,L4000,건설가계정,건설가계정,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,00004000,건설가계정,건설가계정,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,00006100,리스 (자산),리스자산 (자산형리스),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,00003200,DP / 하드웨어,DP / 하드웨어,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,00008000,기술오브젝트,기술오브젝트,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,L6100,리스 (운영리스),리스자산 (운영리스),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,00006000,리스 (운영리스),리스자산 (운영리스),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,00005000,MFVM,Mijloace fixe de valoare mică,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,00001100,Clădiri,Clădiri,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,00003100,Vehicule,Vehicule,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,00001000,Propr.imob.,Imobiliare şi drepturi similare,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,00009360,Adm Purchasing,Administration Purchasing,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,00008200,Fond comercial,Fond comercial,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,00003000,AccŞiObUzCurent,Accesorii şi obiecte uz curent,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,00008000,Obiecte de artă,Obiecte de artă,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,00008100,Plăţi în avans,Plăţi în avans,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,00007000,Formare cheltuieli,Formare cheltuieli,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,00002000,Unitate producţie,Unitate producţie,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,00004001,Măsură investiţie,MFîC ca măsură investiţie,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,N4001,Măsură investiţie,MFîC ca măsură investiţie,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,00004000,Mijl.fixe în constr.,Mijloace fixe în construcţie,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,00005000,DNV,Gospodarske dobrine nizke vrednosti,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,00002000,Stroji,Stroji,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,00001100,Zgradba,Zgradba,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,00008000,Umetnine,Umetnine,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,00008200,Dobro ime,Dobro ime,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,00003100,Vozni park,Vozni park,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,00001000,Zemljišča,Zemljišča in pravice iz zemljišč,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,00009360,Adm Purchasing,Administration Purchasing,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,00006100,Leasing (Kapital),Najeta sredstva (Capital Lease),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,00007000,Formation expenses,Formation expenses,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,00004001,Investicijski ukrep,Sredstvo v gradnji kot investicijski ukrep,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,N4001,Investicijski ukrep,Sredstvo v gradnji kot investicijski ukrep,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,00003200,EOP / strojna oprema,EOP / strojna oprema,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,00003000,Opr.obr.in posl.opr.,Oprema obrata in poslovna oprema,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,00004000,Osnov.sred.v gradnji,Osnovna sredstva v gradnji,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,00005000,IMV,Imovina nisk. vrij.,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,00003100,Vozila,Vozila,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,00001100,Zgrade,Zgrade,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,00002000,Strojevi,Strojevi,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,00001000,Nekretnine,Nekretnine i slična prava,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,00003200,DP / Hardver,DP / Hardver,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,00006000,Najam (oper.),Imovina u najmu (operat.najam),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,00009360,Adm Purchasing,Administration Purchasing,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,N4001,Mjera ulaganja,Imovina u izgradnji kao investicijska mjera,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,00004001,Mjera ulaganja,Imovina u izgradnji kao investicijska mjera,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,00006100,Najam (kapital),Imovina u najmu (financ.najam),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,00003000,Uređaji i oprema,Uređaji i oprema,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,00007000,Rashodi formiranja,Rashodi formiranja,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,00004000,Imovina u izgradnji,Imovina u izgradnji,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,00008100,Plaćanja unaprijed,Plaćanja unaprijed,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,00008000,Umjetnički objekti,Umjetnički objekti,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,A,00002000,أجهزة,أجهزة,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,A,00001100,مبانٍ,مبانٍ,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,A,00001000,عقارات,عقارات وحقوق مشابهة,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,A,00003100,مركبات,مركبات,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,A,00008200,شهرة تجارية,شهرة تجارية,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,A,00008000,كائنات الفن,كائنات الفن,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,A,00006000,تأجير (تشغيل),أصول مؤجر (تشغيل الإيجار),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,A,00008100,دَفعات مقدمة,دَفعات مقدمة,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,A,00006100,تأجير (الأصول),أصول مؤجرة (استئجار الأصول),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,A,00003000,تجهيزات ولوزام,تجهيزات ولوزام,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,A,00004001,قياس الاستثمار,AuC كقياس استثمار,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,A,00007000,مصاريف التكوين,مصاريف التكوين,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,A,00003200,DP / العتاد الصلب,DP / العتاد الصلب,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,A,00004000,أصول تحت البناء,أصول تحت الإنشاء,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,A,00005000,أصول منخفضة القيمة,أصول منخفضة القيمة,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,B,00001000,"נדל""ן","נדל""ן וזכויות דומות",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,B,00003100,רכבים,רכבים,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,B,00002000,מכונות,מכונות,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,B,00008100,מקדמות,מקדמות,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,B,00001100,בניינים,בניינים,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,B,00008200,מוניטין,מוניטין,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,B,00003200,DP / חומרה,DP / חומרה,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,B,00006100,חכירה - הון,נכסים מוחכרים - החכרת הון,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,B,00004001,אמצעי השקעה,נכס בבניה כאמצעי השקעת הון,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,B,00007000,הוצאות יצירה,הוצאות יצירה,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,B,00004000,נכסים בבנייה,נכסים בבנייה,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,B,00003000,מתקנים וריהוט,מתקנים וריהוט,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,B,00006000,חכירה - תפעולית,נכסים מוחכרים - החכרה תפעולית,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,B,00008000,אובייקטי אומנות,אובייקטי אומנות,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,B,00005000,נכסים בעלי ערך נמוך,נכסים בעלי ערך נמוך,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,L5000,DIM,Drobný investiční majetek,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,00005000,DIM,Drobný investiční majetek,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,L5100,DIM,Drobný investiční majetek,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,00001100,Budova,Budova,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,00002000,Stroje,Stroje,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,00003100,Vozový park,Vozový park,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,00003200,EZD / Hardware,EZD / Hardware,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,L4000,Nedok.investice,Nedok.investice,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,00004000,Nedok.investice,Nedok.investice,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,00006100,Leasing (kapit.),IM na lesing (kapitálový leasing),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,00008000,Umělecké objekty,Umělecké objekty,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,N4001,Investiční opatření,Nedok.investice jako inv.opatření,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,00004001,Investiční opatření,Nedok.investice jako inv.opatření,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,00002200,Komplexe,Anlagenkomplexe (nur USA/KANADA),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,L7710,Lizenzen,Lizenzen (für new-GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,L3610,Faxgeräte,Faxgeräte  (für new-GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,L7810,Firmenwert,Firmenwert (für new-GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,L3710,Büromöbel,Büromöbel  (für new-GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,L3210,EDV Hardware,EDV Hardware  (für new-GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,L7400,EDV Software,EDV Software (für new-GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,L1000,Grundstücke,Grundstücke (für new-GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,00001000,Grundstücke,Grundstücke,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,L7510,Konzessionen,Konzessionen (für new-GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,00001010,Aussenanlagen,Aussenanlagen,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,L3510,Kopiergeräte,Kopiergeräte  (für new-GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,L3410,Telefonanlagen,Telefonanlagen  (für new-GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,IN1800,Produktionshall,,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,L3810,Transportmittel,Transportmittel  (für new-GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,IN9500,AiB (summarisch),Anlagen im Bau (summarisch),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,00005001,GWG Sammelposten,GWG Sammelposten,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,00005000,GWG bis 150 Euro,GWG bis 150 Euro,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,L5000,GWG bis 150 Euro,GWG bis 150 Euro (für New GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,00002100,Maschinen linear,Maschinen linear,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,L6010,Capital Lease Anl,Capital Lease Anlagen  (für new-GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,00006001,Capital Lease Anl,Capital Lease Anlagen,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,00003200,Personal Computer,Personal Computer,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,IN9510,AiB (Einzelposten),Anlagen im Bau (Einzelposten),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,L2210,Technische Anlagen,Technische Anlagen (für new-GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,00009000,Leasinggegenstände,Leasinggegenstände,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,00002000,Maschinen degressiv,Maschinen degressiv,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,2000R,Maschinen degressiv,Maschinen degressiv,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,2000D,Maschinen degressiv,Maschinen degressiv,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,L6100,Operating Lease Anl,Operating Lease  (für new-GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,00006000,Operating Lease Anl,Operating Lease Anlagen,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,L1150,Einbauten in Grundst,Einbauten in fremde Grundstücke (für new-GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,L5100,GWG Sammelposten New,GWG Sammelposten (für New GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,00002110,GWG Technische Anlag,GWG Technische Anlagen,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,L2220,GWGTechnische Anlage,GWG Technische Anlagen (für new-GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,L7610,Gerwerbliche Schutz.,Gerwerbliche Schutzrechte (für new-GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,N3000,Betr.-u. Geschäftsa.,Betriebs- und Geschäftsausstattung  (für new-GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,00003000,Betr.-u. Geschäftsa.,Betriebs- und Geschäftsausstattung,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,L3000,Betr.-u. Geschäftsa.,Betriebs- und Geschäftsausstattung  (für new-GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,IN1800,Factory bldg,Factory buildings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,IN9500,AuC (Summary),Assets Under Construction (Summary),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,IN1000,Freehold land,Freehold land,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,00009360,Adm Purchasing,Administration Purchasing,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,IN1600,Residential bldg,Residential buildings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,IN2000,Plant & machinery,Plant and machinery,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,IN9510,AuC (Indiv. Items),Assets Under Construction (Individual Items),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,00007000,Formation expenses,Formation expenses,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,IN9520,Investment Measure,AuC as Investment Measure,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,00003200,Personal computers,Personal computers,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,IN4000,Furniture & fixtures,Furniture and fixtures,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,N4001,NLM7 AuC for Measure,NLM7 Assets under constr. in investm. measures,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,N3000,NLM7 Fixture fitting,NLM7 - Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,00002200,Complexes,Complexes d'immob. (uniqt USA/CANADA),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,00001100,Bâtiments,Bâtiments,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,00008000,Objets d'art,Objets d'art,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,IN1000,Terre franche,Terre franche,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,IN9500,Auc (résumé),Immobilisation en cours (résumé),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,00004000,Immob. en cours,Immobilisations en cours,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L4000,Immob. en cours,Immobilisations en cours,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,NLM002,Mesure d'invest.,Immob.en cours en tant que mesure d'investissement,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,00004001,Mesure d'invest.,Immob.en cours en tant que mesure d'investissement,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,N4001,Mesure d'invest.,Immob.en cours en tant que mesure d'investissement,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,NLM001,Mesure d'invest.,Immob.en cours en tant que mesure d'investissement,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,00003100,Parc automobiles,Parc automobiles,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,IN2000,Usine & machines,Installations techniques et machines,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L6100,Immob. en leasing,Immob. en leasing,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L6010,Immob. en leasing,Immob. en leasing,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,00006001,Immob. en leasing,Immob. en leasing,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,00006000,Immob. en leasing,Immob. en leasing,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,00003200,Personal Computer,Personal Computer,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,IN1800,BâtN d'entreprise,Usines,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,00008200,Ecart d'aquisition,Ecart d´acquisition,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,00007000,Frais constitution,Frais constitution,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,IN9510,Auc (postes indiv.),Immobilisation en cours (postes individuels),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,UT200,Eam immobilisations,Eam immobilisations,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,2000D,Frais de dével.IAS,Frais de développement IAS,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,4000R&D,Immob. en cours IAS,Immobilisations en cours IAS,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,00005001,BMV (gest. groupée),Biens de moindre valeur (gestion groupée),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,00005000,BMV (gestion indiv.),Biens de moindre valeur (gestion individuelle),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L5000,BMV (gestion indiv.),Biens de moindre valeur (gestion individuelle),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L5100,BMV (gestion indiv.),Biens de moindre valeur (gestion individuelle),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,2000R,Frais de Recher. IAS,Frais de Recherche IAS,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,00009000,Immobilisations en l,Immobilisations en leasing,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,00002110,Machines - linéaire,Machines - linéaire,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L2000,Machines - linéaire,Machines - linéaire,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L2220,Machines - linéaire,Machines - linéaire,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,00002100,Machines - linéaire,Machines - linéaire,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L2210,Machines - linéaire,Machines - linéaire,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,IN9520,Mesure d'investissem,Auc tant que mesure d'investissement,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,00008100,Paiements anticipés,Paiements anticipés,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,00009360,Machines - dégressif,Machines - dégressif,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,00002000,Machines - dégressif,Machines - dégressif,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,IN4000,Mobilier et équipeme,Matériel d'installation et d'équipement,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,IN1600,Bâtiment résidentiel,Immeubles résidentiels,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,00001100,Κτίρια,Κτίρια,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,00009360,Adm Purchasing,Administration Purchasing,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,00003100,Οχήματα,Οχήματα,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,00008200,Υπεραξία,Υπεραξία,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,00002000,Μηχανήματα,Μηχανήματα,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,00008100,Προκαταβολές,Προκαταβολές,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,N4001,Μέτρο επένδυσης,AuC όπως μέτρηση επένδυσης,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,00004001,Μέτρο επένδυσης,AuC όπως μέτρηση επένδυσης,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,00006100,Χρημ.μίσθ.(κεφαλ.),Εκμισθωμένα πάγια (κεφαλοπ.εκμίσθωση),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,00001000,Ακίνητη περιουσία,Ακίνητη περιουσία και ανάλογα δικαιώματα,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,00006000,Χρηματ.μίσθ.(λειτ.),Εκμισθ.πάγια (λειτ.εκμίσθωση),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,00003000,Προσαρτ.& εγκαταστ.,Προσαρτήματα και εγκαταστάσεις,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,00008000,Αντικείμενα τέχνης,Αντικείμενα τέχνης,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,00007000,Εξοδα μορφοποίησης,Εξοδα μορφοποίησης,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,00004000,Πάγια υπό κατασκευή,Πάγια υπό κατασκευή,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,L5100,CSÉE,Csekélyértékű vagyoneszközök,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,L5000,CSÉE,Csekélyértékű vagyoneszközök,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,00005000,CSÉE,Csekélyértékű vagyoneszközök,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,2000R,Gépek,Gépek,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,2000D,Gépek,Gépek,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,00002000,Gépek,Gépek,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,00009360,Gépek,Gépek,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,00001100,Épület,Épület,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,00003100,Járművek,Járművek,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,00003200,EAF / Hardware,EAF / Hardware,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,00008000,Művészeti obj.,Művészeti obj.,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,00006100,Lízing (capital),Lízingelt eszközök (capital lease),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,00004000,Bef.len beruházás,Befejezetlen beruházás,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,L4000,Bef.len beruházás,Befejezetlen beruházás,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,4000R&D,Bef.len beruházás,Befejezetlen beruházás,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,00006000,Lízing (operatív),Lízingelt eszközök (operatív lízing),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,L6100,Lízing (operatív),Lízingelt eszközök (operatív lízing),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,N4001,Beruházási intézked.,"Befejezetlen beruházás, mint beruházási intézkedés",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,00004001,Beruházási intézked.,"Befejezetlen beruházás, mint beruházási intézkedés",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,L5100,CVE,Cespite di valore esiguo,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,L5000,CVE,Cespite di valore esiguo,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,00005000,CVE,Cespite di valore esiguo,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,00001100,Edifici,Edifici,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,00002000,Macchine,Macchine,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,00009360,Macchine,Macchine,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,00003100,Automezzi,Automezzi,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,00008200,Avviamento,Avviamento,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,00008000,Opere d'arte,Opere d'arte,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,L4000,Inv. in corso,Investimenti in corso,,,,L,False,2021-07-27 03:11:23.530644+00:00
